46281,QID 484,Where was the steward of Abraham’s household from?,,,Syria,Egypt,Canaan,Babylon,3,Genesis,15,2,Genesis 15:2
46282,QID 485,"Who said to God: “Behold, to me thou hast given no seed: and, lo, one born in my house is mine heir”?",,,Abraham,Isaac,Adam,Job,2,Genesis,15,3,Genesis 15:3
46283,QID 486,Who did God tell that his descendants would be as numerous as the stars?,,,Abraham,Adam,Noah,David,1,Genesis,15,5,Genesis 15:5
46284,QID 487,What did Genesis 15 say that Abraham did that was counted as righteousness?,,,Believed God,Built and altar,Paid tithes,Rescued Lot,2,Genesis,15,6,Genesis 15:6
46285,QID 488,"Who did God tell: “I am the LORD that brought thee out of Ur of the Chaldees, to give thee this land to inherit it”?",,,Abraham,Isaac,Jacob,Lot,1,Genesis,15,7,Genesis 15:7
46286,QID 489,Who asked God for a sign that he would inherit the land God promised?,,,Abraham,Isaac,Moses,Jacob,3,Genesis,15,8,Genesis 15:8
46287,QID 490,"Who did God tell: “Know of a surety that thy seed shall be a stranger in a land that is not theirs, and shall serve them; and they shall afflict them four hundred years”?",,,Abraham,Ham,Jacob,Joseph,2,Genesis,15,13,Genesis 15:13
46288,QID 491,What did God promise Abraham that his descendants would leave with after hundreds of years of slavery?,,,Great substance,A large population,Many slaves,Great skills,2,Genesis,15,14,Genesis 15:14
46289,QID 492,Who did God tell: “thou shalt go to thy fathers in peace; thou shalt be buried in a good old age”?,,,Abraham,Methuselah,Noah,Enoch,1,Genesis,15,15,Genesis 15:15
46290,QID 493,"Who did God tell, “Unto thy seed have I given this land, from the river of Egypt unto the great river, the river Euphrates”?",,,Abraham,Isaac,Lot,Jacob,1,Genesis,15,18,Genesis 15:18
46291,QID 494,What was the name of Abraham’s wife Sarah’s handmaid?,,,Hagar,Tamar,Leah,Hannah,1,Genesis,16,1,Genesis 16:1
46292,QID 495,"What was the nationality of Hagar, the handmaid of Abraham’s wife Sarah?",,,Egyptian,Lebanon,Syrian,Persia,2,Genesis,16,1,Genesis 16:1
46293,QID 496,"Who said, “Behold now, the LORD hath restrained me from bearing: I pray thee, go in unto my maid; it may be that I may obtain children by her”?",,,Sarah,Rachel,Rebekah,Hannah,2,Genesis,16,2,Genesis 16: 2
46294,QID 497,How long was Abraham living in Canaan when Sarah gave him Hagar as a wife?,,,10 years,5 years,20 years,3 years,3,Genesis,16,3,Genesis 16:3
46295,QID 498,How did Hagar view her mistress Sarah after she got pregnant?,,,She despised her,She loved her more,She envied her,She wished her dead,3,Genesis,16,4,Genesis 16:4
46296,QID 499,"Who said: “My wrong be upon thee: I have given my maid into thy bosom; and when she saw that she had conceived, I was despised in her eyes”?",,,Sarah,Rebekah,Leah,Rachel,2,Genesis,16,5,Genesis 16:5
46297,QID 500,"To whom was it said: “My wrong be upon thee: I have given my maid into thy bosom; and when she saw that she had conceived, I was despised in her eyes”?",,,Abraham,Isaac,Jacob,Lot,2,Genesis,16,5,Genesis 16:5
46298,QID 501,What did Abraham tell Sarah to do with her pregnant handmaid Hagar?,,,Whatever she wanted,Kill her,Sell her,Leave her alone,2,Genesis,16,6,Genesis 16:6
46299,QID 502,"How did Sarah treat her maid Hagar, who was pregnant with Abraham’s child?",,,Badly,Well,With deference,With great care,2,Genesis,16,6,Genesis 16:6
46300,QID 503,What did a pregnant Hagar do when her mistress Sarah treated her badly?,,,Run away,Fight back,Ignore her,Seek Abraham’s help,2,Genesis,16,6,Genesis 16:6
46301,QID 504,Who found Hagar when she tried to escape the anger of her mistress Sarah?,,,An angel,Abraham,Abraham’s steward,Sarah,2,Genesis,16,7,Genesis 16:7
46302,QID 505,Where was Hagar found when she tried to escape the anger of her mistress Sarah?,,,At a fountain in the wilderness,At a fountain in Sodom,At a fountain in Egypt,At a fountain in Damascus,2,Genesis,16,7,Genesis 16:7
46303,QID 506,"Who asked Hagar, Sarah’s maid, “whence camest thou, and whither wilt thou go?”",,,An Angel,Abraham,Sarah,King of Sodom,2,Genesis,16,8,Genesis 16: 8
46304,QID 507,"Who told Hagar, Sarah’s maid: “Return to thy mistress, and submit thyself under her hands”?",,,An angel,Abraham,Abraham’s steward,Pharaoh,2,Genesis,16,9,Genesis 16:9
46305,QID 508,"Who did the angel of God tell, “I will multiply thy seed exceedingly, that it shall not be numbered for multitude”?",,,Hagar,Abraham,Isaac,Sarah,3,Genesis,16,10,Genesis 16: 10
46306,QID 509,Who is the first child in the bible named before his birth?,,,Ishmael,Isaac,Cain,John the Baptist,3,Genesis,16,11,Genesis 16:11
46307,QID 510,Who was the first woman in the bible told the gender of her child before its birth?,,,Hagar,Eve,Sarah,Elizabeth,3,Genesis,16,11,Genesis 16:11
46308,QID 511,"Of whom did the angel of God prophesy: “he will be a wild man; his hand will be against every man, and every man's hand against him”?",,,Ishmael,Esau,Cain,Nimrod,2,Genesis,16,12,Genesis 16:12
46309,QID 512,"What is the name of the well where an angel spoke to Hagar, Sarah’s maid?",,,Beerlahairoi,Lahairo,Esek,Sitnah,3,Genesis,16,14,Genesis 16:14
46310,QID 513,Who was Abraham’s firstborn son?,,,Ishmael,Isaac,Jacob,Esau,1,Genesis,16,15,Genesis 16:15
46311,QID 514,"Who was the father of Ishmael, son of Hagar?",,,Abraham,Haran,Jacob,Lot,1,Genesis,16,15,Genesis 16:15
46312,QID 515,Who was the mother of Ishmael?,,,Hagar,Sarah,Rebekah,Leah,1,Genesis,16,15,Genesis 16:15
46313,QID 516,How old was Abraham when Ishmael was born?,,,86,99,75,80,3,Genesis,16,16,Genesis 16:16
46314,QID 517,How old was Abraham when God changed his name?,,,99,75,86,80,2,Genesis,16,17,Genesis 16:17
46315,QID 518,What was Abraham’s original name?,,,Abram,Terah,Abimelech,Melchizedek,1,Genesis,17,5,Genesis 17:5
46316,QID 519,"Who did God tell: “I will make nations of thee, and kings shall come out of thee”?",,,Abraham,Isaac,Ishmael,Jacob,2,Genesis,17,6,Genesis 17:6
46317,QID 520,"In Genesis, what land did God promise Abraham and his descendants?",,,Canaan,Gerar,Samaria,Syria,1,Genesis,17,8,Genesis 17:8
46318,QID 521,"In Genesis, how long did God promise Abraham that he and his descendants would possess Canaan?",,,Forever,Forty years,Two centuries,One millennium,1,Genesis,17,8,Genesis 17:8
46319,QID 522,To whom did God introduce the practice of circumcision?,,,Abraham,Noah,Moses,Adam,1,Genesis,17,9,Genesis 17:9
46320,QID 523,What ancient Israelite practice was a token of God’s covenant with Abraham and his descendants?,,,Circumcision,Animal sacrifice,Keeping the Sabbath,Tithing,1,Genesis,17,10,Genesis 17:10
46321,QID 524,At what age did God say boys should be circumcised?,,,8 days,2 Weeks,7 Days,30 days,1,Genesis,17,12,Genesis 17:12
46322,QID 525,Which of the following did God tell Abraham had to be circumcised?,,,All men born in his house,All women born in his house,All men and women born in his house,Abraham and sons only,1,Genesis,17,13,Genesis 17:13
46323,QID 526,Which of the following did God tell Abraham had to be circumcised?,,,All male slaves he purchased,All women born in his house,All men and women born in his house,Abraham and sons only,2,Genesis,17,13,Genesis 17:13
46324,QID 527,What was Sarah’s name before God changed it?,,,Sarai,Sapphira,Sela,Sherah,1,Genesis,17,15,Genesis 17:15
46325,QID 528,Which of these is not a name for Abraham’s first wife?,,,Sarrah,Sarah,Sarai,Sara,3,Genesis,17,15,Genesis 17:15
46326,QID 529,Which of the following did Abraham do when God told him Sarah would have a child?,,,Fell on his face,Praised God,Sang for joy,Ran to tell his wife,2,Genesis,17,17,Genesis 17:17
46327,QID 530,Which of the following did Abraham do when God told him Sarah would have a child?,,,Laughed in his heart,Believed instantly,Questioned God,Was elated,2,Genesis,17,17,Genesis 17:17
46328,QID 531,How old was Sarah when God told her that she would have a child?,,,90,75,40,65,1,Genesis,17,17,Genesis 17:17
46329,QID 532,Who is the second child named before his birth?,,,Isaac,Ishmael,Samson,Lamech,3,Genesis,17,19,Genesis 17:19
46330,QID 533,Who named Isaac?,,,God,Abraham,Sarah,Lot,2,Genesis,17,19,Genesis 17:19
46331,QID 534,Who did God say would beget twelve princes?,,,Ishmael,Isaac,Jacob,Seth,2,Genesis,17,20,Genesis 17:20
46332,QID 535,Which father and son were circumcised the same day?,,,Abraham and Ishmael,Abraham and Isaac,Isaac and Esau,Jacob and Reuben,2,Genesis,17,23,Genesis 17:23
46333,QID 536,How old was Abraham when he was circumcised?,,,90,110,99,80,2,Genesis,17,24,Genesis 17:24
46334,QID 537,How old was Ishmael when he was circumcised?,,,13 years,21 years,8 days,7 days,2,Genesis,17,25,Genesis 17:25
46335,QID 538,Who circumcised everyone in his house the same day?,,,Abraham,Isaac,Jacob,Moses,2,Genesis,17,27,Genesis 17:27
46336,QID 539,What was Abraham doing when God appeared before him on the plain of Mamre?,,,Sitting in the tent door,Tending sheep,Offering a sacrifice,Walking in the wilderness,2,Genesis,18,1,Genesis 18:1
46337,QID 540,What time of the day or night did God appear before Abraham on the plain of Mamre?,,,In heat,In the cool,Early Evening,Late at night,2,Genesis,18,1,Genesis 18:1
46338,QID 541,How many heavenly figures did Abraham see on the plain of Mamre?,,,3,1,6,2,3,Genesis,18,2,Genesis 18:2
46339,QID 542,"Who said: “My LORD, if now I have found favour in thy sight, pass not away, I pray thee, from thy servant”?",,,Abraham,Isaac,Laban,Jacob,2,Genesis,18,3,Genesis 18:3
46340,QID 543,What did Abraham offer to do for the heavenly beings he met on the plain of Mamre?,,,Wash their feet,Give lodging,Give them a tithe,Show them a good inn,2,Genesis,18,4,Genesis 18:4
46341,QID 544,What did Abraham offer the heavenly beings he met on the plain of Mamre?,,,Bread,Fish,Wine,Grapes,2,Genesis,18,5,Genesis 18:5
46342,QID 545,How many measures of fine meal did Abraham ask Sarah to knead for the three heavenly beings he met on the plain of Mamre?,,,3,2,6,4,3,Genesis,18,6,Genesis 18:6
46343,QID 546,What kind of meat did Abraham prepare for the heavenly beings he met on the plain of Mamre?,,,Calf,Goat,Sheep,Venison,2,Genesis,18,7,Genesis 18:7
46344,QID 547,Which of the following did Abraham offer the three heavenly beings he met on the plain of Mamre?,,,Butter,Eggs,Venison,Goat,3,Genesis,18,8,Genesis 18:8
46345,QID 548,What food did Abraham offer the heavenly beings he met on the plain of Mamre?,,,Milk,Fish,Lamb,Goat,3,Genesis,18,8,Genesis 18:8
46346,QID 549,"Where was Sarah, when her husband Abraham greeted three heavenly beings on the plain of Mamre?",,,In a tent,In the field,Bathing in the river,Traveling,2,Genesis,18,9,Genesis 18:9
46347,QID 550,Who did the three heavenly beings that greeted Abraham on the plain of Mamre asked him about?,,,Sarah,Isaac,Ishmael,Hagar,2,Genesis,18,9,Genesis 18:9
46348,QID 551,Who overheard heavenly beings talking to her husband about her?,,,Sarah,Rebekah,Esther,Rachel,2,Genesis,18,10,Genesis 18:10
46349,QID 552,What did Sarah do when she overheard heavenly beings say that she would be pregnant in her old age?,,,Laughed to herself,Believed,Told friends,Thank God,2,Genesis,18,12,Genesis 18:12
46350,QID 553,"Who asked Abraham: “Wherefore did Sarah laugh, saying, Shall I of a surety bear a child, which am old?”",,,God,Hagar,Abraham’s steward,Melchizedek,1,Genesis,18,13,Genesis 18:13
46351,QID 554,Who asked Abraham: “Is any thing too hard for the LORD?”,,,God,Isaac,Moses,Samuel,1,Genesis,18,14,Genesis 18:14
46352,QID 555,Who was asked: “Is any thing too hard for the LORD?”,,,Abraham,Peter,Pharaoh,Pharisees,2,Genesis,18,14,Genesis 18:14
46353,QID 556,What did Sarah do when God asked why she laughed when she was told she would become pregnant in her old age?,,,Denied laughing,Kept on laughing,Grew silent,Explained why she laughed,2,Genesis,18,15,Genesis 18:15
46354,QID 557,"After meeting Abraham on the plain of Mamre, toward which city did the three heavenly beings head?",,,Sodom,Gomorrah,Niniveh,Jericho,2,Genesis,18,16,Genesis 18:16
46355,QID 558,Who said: “Shall I hide from Abraham that thing which I do”?,,,God,Sarah,Isaac,Ishmael,1,Genesis,18,17,Genesis 18:17
46356,QID 559,"What was God talking about when he said, “Shall I hide from Abraham that thing which I do”?",,,The destruction of Sodom and Gomorrah,The enslavement of Israelites in Egypt,Sending the flood,Asking that Isaac be sacrificed,1,Genesis,18,17,Genesis 18:17
46357,QID 560,"Who made this statement in Genesis: “I know him, that he will command his children and his household after him, and they shall keep the way of the LORD”?",,,God,Jacob,Aaron,Samuel,1,Genesis,18,,Genesis 18:18-19
46358,QID 561,"Of whom did God say: “I know him, that he will command his children and his household after him, and they shall keep the way of the LORD”?",,,Abraham,Noah,Solomon,Jacob,2,Genesis,18,19,Genesis 18:19
46359,QID 562,"Who said: “Because the cry of Sodom and Gomorrah is great, and because their sin is very grievous”?",,,God,Satan,Abraham,Lot,1,Genesis,18,20,Genesis 18:20
46360,QID 563,Of which of these cities did God say “their sin is very grievous”?,,,Sodom,Babel,Niniveh,Jericho,2,Genesis,18,20,Genesis 18:20
46361,QID 564,Of which of these cities did God say “their sin is very grievous”?,,,Gomorrah,Babel,Niniveh,Damascus,2,Genesis,18,20,Genesis 18:20
46362,QID 565,Which of these cities did God decide to come down to personally examine because of its sinfulness?,,,Sodom,Babylon,Nineveh,Jericho,2,Genesis,18,21,Genesis 18:21
46363,QID 566,Which of these cities did God decide to come down to personally examine because of its sinfulness?,,,Gomorrah,Jericho,Nineveh,Babylon,2,Genesis,18,21,Genesis 18:21
46364,QID 567,Who asked God: “Wilt thou also destroy the righteous with the wicked?”,,,Abraham,Moses,Joshua,Saul,1,Genesis,18,23,Genesis 18:23
46365,QID 568,"When Abraham asked God to spare Sodom if there were a specific number of righteous people in the city, what was the first number he gave?",,,50,100,40,10,2,Genesis,18,24,Genesis 18:24
46366,QID 569,"Who told God: “be far from thee to do after this manner, to slay the righteous with the wicked”?",,,Abraham,Isaiah,Solomon,Moses,1,Genesis,18,25,Genesis 18:25
46367,QID 570,Who bargained with God to save a city from destruction if he could find righteous people living in it?,,,Abraham,Lot,Moses,Samuel,1,Genesis,18,28,Genesis 18:28
46368,QID 571,"When Abraham asked God to spare Sodom if there were a specific number of righteous people in the city, what was the second number he gave?",,,45,50,100,40,2,Genesis,18,28,Genesis 18:28
46369,QID 572,"When Abraham asked God to spare Sodom if there were a specific number of righteous people in the city, what was the third number he gave?",,,40,100,40,10,3,Genesis,18,29,Genesis 18:29
46370,QID 573,"When Abraham asked God to spare Sodom if there were a specific number of righteous people in the city, what was the fourth number he gave?",,,30,100,40,10,3,Genesis,18,30,Genesis 18:30
46371,QID 574,"When Abraham asked God to spare Sodom if there were a specific number of righteous people in the city, what was the fifth number he gave?",,,20,100,40,10,3,Genesis,18,31,Genesis 18:31
46372,QID 575,"When Abraham asked God to spare Sodom if there were a specific number of righteous people in the city, what was the last number he gave?",,,10,100,40,10,2,Genesis,18,32,Genesis 18:32
46373,QID 576,How many angels did Lot see approaching Sodom?,,,2,3,4,1,1,Genesis,19,1,Genesis 19:1
46374,QID 577,At what time of day did the angels arrive in Sodom?,,,Evening,Midday,Sunrise,Midnight,2,Genesis,19,1,Genesis 19:1
46375,QID 578,Where was Lot when the angels arrived in Sodom?,,,Sitting at the gate of the city,Sleeping in his tent,Tending his flock,Offering a sacrifice,2,Genesis,19,1,Genesis 19:1
46376,QID 579,What did Lot do when he saw the angels approach Sodom?,,,Went to meet them,Ran away,Called to friends,Ignored them,1,Genesis,19,1,Genesis 19:1
46377,QID 580,What did Lot do when he approached the angels in Sodom?,,,Bowed before them,Asked them to leave,Treated them badly,Argued with them,1,Genesis,19,1,Genesis 19:1
46378,QID 581,What did Lot offer the angels who appeared in Sodom?,,,Board for the night,Directions,Nothing,Advice,1,Genesis,19,2,Genesis 19:2
46379,QID 582,Where did the angels tell Lot they intended to spend the night while in Sodom?,,,In the street,At his home,In an Inn,In their own tent,2,Genesis,19,2,Genesis 19:2
46380,QID 583,Why did the angels decide to spend the night in Lot’s home in Sodom?,,,He insisted,They were tired,He had a big home,He had plenty of food,2,Genesis,19,3,Genesis 19:3
46381,QID 584,What did Lot feed the angels who came to Sodom?,,,Unleavened bread,Milk,Butter,Calf,2,Genesis,19,3,Genesis 19:3
46382,QID 585,What did the men of Sodom do when they learned Lot had male guests in his home?,,,Surrounded the house,Nothing,Asked if they were spies,Demanded they leave,2,Genesis,19,4,Genesis 19:4
46383,QID 586,What was the age group of the men of Sodom who demanded that Lot send out his male guests?,,,Young and old,Young,Middle-age,Old,2,Genesis,19,4,Genesis 19:4
46384,QID 587,Where in Sodom were the men who threatened Lot’s guest from?,,,All over,The rough neighborhoods,The eastside,The west side,3,Genesis,19,4,Genesis 19:4
46385,QID 588,"Who asked: “Where are the men which came in to thee this night? bring them out unto us, that we may know them”?",,,Men of Sodom,Men of Gomorrah,Men of Babel,Men of Babylon,2,Genesis,19,5,Genesis 19:5
46386,QID 589,"To whom was it said: “Where are the men which came in to thee this night? bring them out unto us, that we may know them”?",,,Lot,Abraham,Peter,Nimrod,1,Genesis,19,5,Genesis 19:5
46387,QID 590,What did the men of Sodom want Lot to do with the male guests in his home?,,,Bring them out,Drive them away,Punish them,Make them pay tribute,1,Genesis,19,5,Genesis 19:5
46388,QID 591,What did Lot do when the men of Sodom demanded he bring out his guests?,,,Went out to them,Nothing,Hid the men,Gathered his weapons,2,Genesis,19,6,Genesis 19:6
46389,QID 592,"Who said: “I pray you, brethren, do not so wickedly”?",,,Lot,Abraham,Esau,Abel,3,Genesis,19,7,Genesis 19:7
46390,QID 593,"To whom was it said: “I pray you, brethren, do not so wickedly”?",,,Men of Sodom,Men of Gomorrah,Men of Egypt,Pharisees,3,Genesis,19,7,Genesis 19:7
46391,QID 594,What did Lot offer the men of Sodom in exchange for leaving his male guests alone?,,,His daughters,His wife,Silver,Food,1,Genesis,19,8,Genesis 19:8
46392,QID 595,What did Lot tell the men of Sodom they could do with his daughters?,,,Whatever they pleased,Nothing,Put them to work,Enslaved them,2,Genesis,19,8,Genesis 19:8
46393,QID 596,What did the men of Sodom do when Lot told them to leave his male guests alone?,,,Threatened him,Backed away,Dispersed,Offered him money,2,Genesis,19,9,Genesis 19:9
46394,QID 597,What did the men of Sodom do when Lot told them to leave his male guests alone?,,,Moved to break down his door,Drew their weapons,Called the authorities,Quickly dispersed,2,Genesis,19,9,Genesis 19:9
46395,QID 598,Who saved Lot from the mob in Sodom that had surrounded his house?,,,Angels,The authorities,The elders,Soldiers,1,Genesis,19,10,Genesis 19:10
46396,QID 599,What did the angels do when the men of Sodom pressed forward to hurt Lot?,,,Pulled him into the house,Nothing,Remained silent,Warned them to stay away,1,Genesis,19,10,Genesis 19:10
46397,QID 600,What happened to the men of Sodom when they tried to break down Lot’s door?,,,They were blinded,They were consumed by fire,They were made deaf,They were paralyzed,1,Genesis,19,11,Genesis 19:11
46398,QID 601,Who or what blinded the men of Sodom who tried to harm Lot and his guests?,,,Angels,Abraham,Lot,A freak accident,1,Genesis,19,11,Genesis 19:11
46399,QID 602,"After blinding the men of Sodom, what did the angels tell Lot?",,,Leave Sodom,Stay put,Reinforce his home,Get weapons,1,Genesis,19,12,Genesis 19:12
46400,QID 603,Which of the following did the angels specifically tell Lot to take with him when he fled the destruction of Sodom?,,,Son-in-law,Cattle,Goats,Camels,2,Genesis,19,12,Genesis 19:12
46401,QID 604,Which of the following did the angels specifically tell Lot to take with him when he fled the destruction of Sodom?,,,Sons,Cattle,Goats,Camels,2,Genesis,19,12,19:12
46402,QID 605,Which of the following did the angels specifically tell Lot to take with him when he fled the destruction of Sodom?,,,Daughters,Household goods,Goats,Camels,2,Genesis,19,12,Genesis 19:12
46403,QID 606,Why did the angels tell Lot to leave Sodom?,,,God was going to destroy it,The taxes were too high,It was too small for his large flock,The water supply was inadequate,1,Genesis,19,13,Genesis 19:13
46404,QID 607,Who was sent to destroy Sodom at the time of Lot?,,,Angels,Philistines,Egyptians,Babylonians,1,Genesis,19,13,Genesis 19:13
46405,QID 608,What happened when Lot warned his sons-in-law that God was about to destroy Sodom?,,,They thought he was joking,They agreed to leave,They were frightened,They pretended not to hear,2,Genesis,19,14,Genesis 19:14
46406,QID 609,At what time of day did Lot flee Sodom?,,,Morning,Midday,Afternoon,Evening,3,Genesis,19,15,Genesis 19:15
46407,QID 610,What did the angels tell Lot would happen if he didn’t leave Sodom?,,,He would die,He would be arrested,He would be trapped in his house,The men would come back for him,1,Genesis,19,15,Genesis 19:15
46408,QID 611,"Who said: “Arise, take thy wife, and thy two daughters, which are here; lest thou be consumed in the iniquity of the city”?",,,Angels,Jonah,Joshua,Isaiah,2,Genesis,19,15,Genesis 19:15
46409,QID 612,"To whom was it said: “Arise, take thy wife, and thy two daughters, which are here; lest thou be consumed in the iniquity of the city”?",,,Lot,King of Nineveh,Rahab’s husband,Moses,1,Genesis,19,15,Genesis 19:15
46410,QID 613,"With Sodom about to be destroyed, who pulled Lot and his family out of the city?",,,Angels,Elders of Sodom,Abraham,No one,1,Genesis,19,16,Genesis 19:16
46411,QID 614,How many members of Lot’s family escaped the destruction of Sodom with him?,,,3,4,2,10,1,Genesis,19,16,Genesis 19:16
46412,QID 615,Which of the following is not among the instructions the angels gave Lot when he fled Sodom?,,,Stay on the plain,Don’t look behind,Don’t stay on the plain,Escape to the Mountains,2,Genesis,19,17,Genesis 19:17
46413,QID 616,"After fleeing Sodom, where did Lot tell the angels he was afraid to go “lest some evil take me, and I die”?",,,The mountains,The plains,A nearby city,Abraham’s camp,2,Genesis,19,19,Genesis 19:19
46414,QID 617,Where did Lot ask the angels to allow him to go while fleeing the destruction of Sodom?,,,A nearby city,Egypt,Jericho,A city in the distance,2,Genesis,19,20,Genesis 19:20
46415,QID 618,What is the name of the city Lot escaped to after fleeing Sodom?,,,Zoar,Gomorrah,Gerar,Beersheba,2,Genesis,19,22,Genesis 19:22
46416,QID 619,Why did God delay the destruction of Sodom?,,,So Lot could escape,To allow Abraham to flee,To allow Lot to take his herd,To allow residents to escape,1,Genesis,19,22,19:22
46417,QID 620,What time of day was it when Lot entered the city of Zoar after fleeing Sodom?,,,Sunrise,Midday,Late afternoon,Nighttime,3,Genesis,19,23,Genesis 19:23
46418,QID 621,How did God destroy Sodom and Gomorrah?,,,With brimstone and fire,Floods,Volcano,Earthquake,1,Genesis,19,24,Genesis 19:24
46419,QID 622,Which of these cities did God destroy with fire and brimstone?,,,Sodom,Nineveh,Babel,Jericho,1,Genesis,19,24,Genesis 19:24
46420,QID 623,Which of these cities did God destroy with fire and brimstone?,,,Gomorrah,Nineveh,Babel,Jericho,1,Genesis,19,24,Genesis 19:24
46421,QID 624,What happened to Lot’s wife when she disobeyed God and looked back as Sodom and Gomorrah were destroyed?,,,She turned into a pillar of salt.,She turned in a pillar of stone.,She turned into a pillar of ash.,She turned into a pillar of sand.,1,Genesis,19,26,Genesis 19: 26
46422,QID 625,Which of these men saw the smoke from the destruction of Sodom and Gomorrah?,,,Abraham,Terah,Laban,Isaac,1,Genesis,19,28,Genesis 19:28
46423,QID 626,The Bible compares the smoke from the destruction of Sodom and Gomorrah to the smoke from what?,,,Furnace,Volcano,Forest fire,Boiling oil,2,Genesis,19,28,Genesis 19:28
46424,QID 627,"Where did Lot live after leaving Zoar, the city in which he took refuge after fleeing the destruction of Sodom and Gomorrah?",,,In a mountain cave,In tent city in Zoar,In the wilderness of Beersheba,On the plains of Mamre,2,Genesis,19,30,Genesis 19:30
46425,QID 628,Who lived with Lot after he fled the destruction of Sodom and Gomorrah?,,,His two daughters,His wife,His servants,Abraham,1,Genesis,19,30,Genesis 19:30
46426,QID 629,Who had children with two of his daughters?,,,Lot,Cainan,Jared,Lamech,1,Genesis,19,30,Genesis 19:30
46427,QID 630,Who was the first man identified as living in a cave?,,,Lot,Cain,Ham,Jacob,2,Genesis,19,30,Genesis 19:30
46428,QID 631,"Who said: “Come, let us make our father drink wine, and we will lie with him, that we may preserve seed of our father”?",,,Lot’s firstborn daughter,King Ahab’s firstborn daughter,Lot’s youngest daughter,Ham’s firstborn daughter,2,Genesis,19,32,Genesis 19:32
46429,QID 632,Why did Lot’s daughters decide to sleep with him?,,,To secure his lineage,Because they were lonely,Lot asked them to,They were drunk,2,Genesis,19,32,Genesis 19:32
46430,QID 633,Who got their father drunk and slept with him?,,,Lots daughters,Noah’s daughters,David’s daughters,Ahab’s daughters,1,Genesis,19,36,Genesis 19:36
46431,QID 634,Who slept with his daughters while drunk?,,,Lot,Noah,Nimrod,Cain,1,Genesis,19,36,Genesis 19:36
46432,QID 635,How many of his daughters did Lot sleep with?,,,2,1,3,4,1,Genesis,19,36,Genesis 19:36
46433,QID 636,"Who was the father of Moab, the forefather of the Moabites?",,,Lot,Ishmael,Esau,Shem,2,Genesis,19,37,Genesis 19:37
46434,QID 637,Who was the mother of Moab?,,,Lot’s eldest daughter,Enoch’s eldest daughter,Ishmael’s eldest daughter,Lot’s youngest daughter,3,Genesis,19,37,Genesis 19:37
46435,QID 638,"Who was the father of Benammi, the forefather of the children of Ammon?",,,Lot,Nimrod,Jared,Cain,3,Genesis,19,37,Genesis 19:37
46436,QID 639,"Who was the mother of Benammi, the forefather of the children of Ammon?",,,Lot’s younger daughter,Cain’s younger daughter,Seth’s younger daughter,Lot’s older daughter,3,Genesis,19,38,Genesis 19:38
46437,QID 640,Between which two places did Abraham live when he left Ur?,,,Kadesh and Shur,Hebron and Shur,Kadesh and Hebron,Beersheba and Hebron,3,Genesis,20,1,Genesis 20:1
46438,QID 641,Where did Abraham move to after the destruction of Sodom and Gomorrah?,,,Gerar,Beersheba,Egypt,Hebron,3,Genesis,20,1,Genesis 20:1
46439,QID 642,What relation did Abraham tell the people of Gerar that Sarah was to him?,,,His sister,His cousin,A friend,His wife,2,Genesis,20,1,Genesis 20:1
46440,QID 643,What was the name of the king of Gerar who took Sarah from Abraham?,,,Abimelech,Cyrus,Darius,Shishak,2,Genesis,20,2,Genesis 20:2
46441,QID 644,Who told King Abimelech that Sarah was Abraham’s wife?,,,God,Servants,Abraham,Chief,2,Genesis,20,3,Genesis 20:3
46442,QID 645,How did God tell Abimelech that Sarah was Abraham’s wife?,,,In a dream,Through Prophet,A sign in the heavens,A premonition,2,Genesis,20,3,Genesis 20:3
46443,QID 646,Why did God tell King Abimelech that he was “a dead man”?,,,He took Abraham’s wife,He worshipped idols,He had many wives,He had an incurable disease,1,Genesis,20,3,Genesis 20:3
46444,QID 647,What relation did Sarah tell King Abimelech that Abraham was to her?,,,Her brother,Her cousin,Her friend,Her uncle,2,Genesis,20,5,Genesis 20:5
46445,QID 648,Why did King Abimelech not touch Abraham’s wife Sarah?,,,God stopped him,She was unattractive,She resisted him,His other wives stopped him,1,Genesis,20,6,Genesis 20:6
46446,QID 649,What did God tell Abimelech to do after he took Abraham’s wife Sarah?,,,Return Sarah to Abraham,Pay Abraham for Sarah,Pray for himself,Offer a sacrifice,2,Genesis,20,7,Genesis 20:7
46447,QID 650,What did God tell King Abimelech would happen to him if he didn’t return Sarah to Abraham?,,,He would die,He would lose his kingdom,He would be exiled,He would lose his other wives,2,Genesis,20,7,Genesis 20:7
46448,QID 651,Who did God tell King Abimelech to have pray for him after he returned Abraham’s wife?,,,Abraham,A priest,His family,Sarah,2,Genesis,20,7,Genesis 20:7
46449,QID 652,Who is the first person referred to as a prophet in the bible?,,,Abraham,Samuel,Isaac,Moses,3,Genesis,20,7,Genesis 20:7
46450,QID 653,Who did King Abimelech tell of his dream in which God warned he could lose his life for taking Abraham’s wife?,,,His servants,His other wives,His regional governors,No one,2,Genesis,20,8,Genesis 20:8
46451,QID 654,How did King Abimelech’s servants react when he told them God warned that he could lose his life for taking Abraham’s wife?,,,They were afraid,They didn’t believe,They laughed,They questioned him,2,Genesis,20,8,Genesis 20:8
46452,QID 655,"Who told Abraham: “What hast thou done unto us? and what have I offended thee, that thou hast brought on me and on my kingdom a great sin?”",,,King Abimelech,Pharaoh,King Joash,King of Sodom,2,Genesis,20,9,Genesis 20:9
