Category 7,To whom is the book of Ephesians addressed?,The faithful in Christ,The unfaithful,All sinners and saints,Those of the world,Ephesians,Ephesians 1:1
Category 7,Who is described as an apostle of Christ in the first verse of Ephesians?,Paul,Peter,John,Barnabas,Ephesians,Ephesians 1:1 
Category 7,Who is described as the Christian’s lord in the book of Ephesians?,Jesus,Elders,Apostles,Bishops,Ephesians,Ephesians 1:2
Category 7,What kind of blessing does the book of Ephesians say God has given believers?,Spiritual,Earthly ,Material ,Physical,Ephesians,Ephesians 1:3
Category 7,"In the book of Ephesians, when does Paul say God has chosen his people?",Before the foundation of the world,After the death of Christ,After Adam and Eve sinned,At the resurrection of Jesus,Ephesians,Ephesians 1:4
Category 7,"In Ephesians, through what does Paul say we have redemption?",The blood of Jesus,The commandments,The gospel,The laying on of hands,Ephesians,Ephesians 1:7
Category 7,"In Ephesians, where does Paul say God has placed Jesus?",At his right hand,At his left hand,At the foot of his throne,In the inner temple,Ephesians,Ephesians 1:20
Category 7,"In Ephesians, which of the following did Paul say Jesus was elevated far above?",Every name that is named,The saints and elders,The righteous,The kindhearted ,Ephesians,Ephesians 1:21
Category 7,"In Ephesians, which of the following did Paul say Jesus was elevated far above?",Power,Wealth ,Sickness,Temptation,Ephesians,Ephesians 1:21
Category 7,"In Ephesians, which of the following did Paul say Jesus was elevated far above?", Principality,The common man,Angels,The Pharisees,Ephesians,Ephesians 1:21
Category 7,Who did God make the head of all things in the church?,Jesus,The Holy Ghost,Paul,Peter,Ephesians,Ephesians 1:22
Category 7,"What did God put under the feet of Jesus, according to the book of Ephesians?",Everything,Most things,All holy things,All spiritual things,Ephesians,Ephesians 1:22
Category 7,"In Ephesians, what does Paul say God has done to those who were dead in trespasses and sin?",Quickened them,Ignored them ,Punished them,Forgotten them,Ephesians,Ephesians 2: 1
Category 7,"Finish this verse in Ephesians: “Wherein in time past ye walked according to the course of this world, according to the prince of the power of the air, the spirit that now worketh in the children of…”",Disobedience,Hope,Desire,God,Ephesians,Ephesians 2:2
Category 7,"In Ephesians, what does Paul say God is rich in?",Mercy,Wealth,Power,Vengeance ,Ephesians,Ephesians 2:4
Category 7,"In Ephesians, by what does Paul say people are saved?",Grace,Love,Money,Power,Ephesians,Ephesians 2:5
Category 7,In which book of the bible is this verse found: “For by grace are ye saved through faith; and that not of yourselves: it is the gift of God”?,Ephesians,Galatians ,I Corinthians,2 Corinthians,Ephesians,Ephesians 2:8
Category 7,Why does Paul say we are saved by grace and not by works?,So no man can boast,Because we should relax,Because work is hard,Because all men sin,Ephesians,Ephesians 2:9
Category 7,"In Ephesians, Paul says believers are no more strangers and foreigners, but fellow citizens with whom?",Saints,The resurrected,The begotten,Prophets,Ephesians,Ephesians 2:19
Category 7,"In Ephesians, what is the foundation upon which the household of God is built?",Apostles and prophets,The law and statutes,The elders and scriptures,The writings of Paul and Peter,Ephesians,Ephesians 2:20
Category 7,"In Ephesians, Christ is described as what kind of stone in the household of God?",Cornerstone,Rejected stone, Keystone,Respected stone,Ephesians,Ephesians 2:20
Category 7,What is the first word of the second epistle of Timothy?,Paul,Timothy ,Jesus ,God ,2 Timothy,2 Timothy 1:1
Category 7,Who wrote the second epistle of Timothy?,Paul,Peter,James,Timothy,2 Timothy,2 Timothy 1:1
Category 7,"In the first verse of 2 Timothy, how does Paul refer to himself?",An apostle of Christ,Servant of Christ,Brother in Christ,Disciple in Christ,2 Timothy,2 Timothy 1:1
Category 7,"In 2 Timothy, by whose will does Paul say he is an apostle?",God,The chief priest,The elders of the church,The apostles,2 Timothy,2 Timothy 1:1
Category 7,"In 2 Timothy, in who or what does Paul say there is the promise of life?",Jesus,Paying tithes,The Ten Commandments,Attending church,2 Timothy,2 Timothy 1:1
Category 7,To who is 2 Timothy addressed?,Timothy,Paul,Peter,Silas,2 Timothy,2 Timothy 1:2
Category 7,How does Paul refer to Timothy?,My beloved son,Brother in Christ,Fellow servant,My beloved brother,2 Timothy,2 Timothy 1:2
Category 7,"In 2 Timothy, how does Paul say he served God?",With pure conscience,In fear,Unwillingly,With caution,2 Timothy,2 Timothy 1:3
Category 7,"In 2 Timothy, how often does Paul say he remembers Timothy in his prayers?",Every day and night,Every day,Every night,Sometimes,2 Timothy,2 Timothy 1:3
Category 7,"In 2 Timothy, who does Paul say he greatly desires to see?",Timothy,Titus,Silvanus,Gaius,2 Timothy,2 Timothy 1:4
Category 7,"In 2 Timothy, what about Timothy does Paul say he is “mindful of”?",His tears,His youth,His loyalty,His honesty,2 Timothy,2 Timothy 1:4
Category 7,Which of these words does Paul use to describe Timothy’s faith?,Unfeigned,Stellar,Strong,Unshakeable,2 Timothy,2 Timothy 1:5
Category 7,Who is the grandmother of Timothy?,Lois,Eunice,Martha,Ruth,2 Timothy,2 Timothy 1:5
Category 7,In which of these books is the word “grandmother” used?,2 Timothy,Matthew,Ephesians ,Genesis,2 Timothy,2 Timothy 1:5
Category 7,Who is the mother of Timothy?,Eunice,Lois,Mary,Naomi,2 Timothy,2 Timothy 1:5
Category 7,"In 2 Timothy, what does Paul say dwelled in Timothy’s grandmother and mother?",Faith,Passion,Ambition,Selfishness,2 Timothy,2 Timothy 1:5
Category 7,What does Paul say Timothy received when he laid his hands on him?,The gift of God,Knowledge of the truth,The power to heal,Strong faith,2 Timothy,2 Timothy 1:6
Category 7,"In 2 Timothy, what kind of spirit did Paul say God has not given us?",The spirit of fear,The spirit of love,The spirit of compassion,The spirit of concern,2 Timothy,2 Timothy 1:7
Category 7,"In 2 Timothy, what kind of spirit did Paul say God has given us?",The spirit of power,The spirit of fear,The spirit of doubt,The spirit of greed,2 Timothy,2 Timothy 1:7
Category 7,"In 2 Timothy, what kind of spirit did Paul say God has given us?",The spirit of love,The spirit of envy,The spirit of anxiety,The spirit of doubt,2 Timothy,2 Timothy 1:7
Category 7,"In 2 Timothy, what kind of spirit did Paul say God has given us?",The spirit of a sound mind,The spirit of ambition,The spirit of selfishness,The spirit of prosperity,2 Timothy,2 Timothy 1:7
Category 7,"In 2 Timothy, what does Paul tell Timothy he should not be ashamed of?",The testimony of Jesus,His hard work,His love of teaching,His love for his mother,2 Timothy,2 Timothy 1:8
Category 7,"In 2 Timothy, what does Paul tell Timothy he should not be ashamed of?",Of Paul himself,His love of teaching,Of Silvanus,Of being a Jew,2 Timothy,2 Timothy 1:8
Category 7,"In 2 Timothy, what specifically did Paul ask Timothy to partake in?",The afflictions of the gospel,The perks of his office,Food prepared by Christians,Discussions with Pharisees,2 Timothy,2 Timothy 1:8
Category 7,"In 2 Timothy, Paul describes himself as a prisoner of whom?",Jesus,Caesar,Satan,The church,2 Timothy,2 Timothy 1:8
Category 7,"In 2 Timothy, when does Paul say God’s grace was extended to man?",Before the world began,After the death of Jesus,At the birth of Jesus,After the resurrection of Jesus ,2 Timothy,2 Timothy 1:9
Category 7,"In 2 Timothy, who or what does Paul say has saved us?",God,The law,Paul,The apostles,2 Timothy,2 Timothy 1:9
Category 7,"In 2 Timothy, what word does Paul use to describe the life to which Christians are called?",Holy,Prosperous,Painless ,Carefree,2 Timothy,2 Timothy 1:9
Category 7,"In 2 Timothy, according to what does Paul say God has saved us?",His purpose and grace,Our good works,Our generosity ,Our tithing,2 Timothy,2 Timothy 1:9
Category 7,"In 2 Timothy, what does Paul say Jesus has abolished?",Death,Sin,Sickness,The devil,2 Timothy,2 Timothy 1:10
Category 7,"In 2 Timothy, what does Paul say Jesus has brought to light through the gospel?",Life,Death,Love,Faith,2 Timothy,2 Timothy 1:10
Category 7,"In 2 Timothy, what does Paul say Jesus has brought to light through the gospel?",Immortality,Obedience,Humility,Patience,2 Timothy,2 Timothy 1:10
Category 7,"In 2 Timothy, which of these titles does Paul use to describe his role with the gospel?",Preacher,Deliverer of the good news,Servant of the people,Brother of Christ,2 Timothy,2 Timothy 1:11
Category 7,"In 2 Timothy, which of these titles does Paul use to describe his role with the gospel?",Apostle,Head of the church,Brother of Christ,Assistant to Peter,2 Timothy,2 Timothy 1:11
Category 7,"In 2 Timothy, which of these titles does Paul use to describe his role with the gospel?",Teacher of the Gentiles,Teacher of the Jews,All things to all men,Enemy of the priesthood,2 Timothy,2 Timothy 1:11
Category 7,"Who wrote these words: “For I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day”?",Paul,Peter,Timothy,Solomon,2 Timothy,2 Timothy 1:12
Category 7,"In which book of the bible is this text found: “for I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day”?",2 Timothy,1 Peter,James,Psalm,2 Timothy,2 Timothy 1:12
Category 7,"In 2 Timothy, who did Paul say has turned from him?",All those in Asia,Peter ,Timothy,The church in Jerusalem,2 Timothy,2 Timothy 1:15
Category 7,"In 2 Timothy, which of these men did Paul say has turned from him?",Phygellus,Titus,Silvanus,Onesiphorus,2 Timothy,2 Timothy 1:15
Category 7,"In 2 Timothy, which of these men did Paul say has turned from him?",Hermogenes,Mark,Gaius,Achaia,2 Timothy,2 Timothy 1:15
Category 7,"In 2 Timothy, on whose house did Paul ask God’s mercy?",Onesiphorus,Hermogenes,Timothy,Philemon,2 Timothy,2 Timothy 1:16
Category 7,"In 2 Timothy, who did Paul say often refreshed him and was not ashamed of his chains?",Onesiphorus,Hermogenes,Philip,Stephen,2 Timothy,2 Timothy 1:16
Category 7,"In 2 Timothy, where did Paul say Onesiphorus diligently sought him out and found him?",Rome,Jerusalem,Athens,Macedonia,2 Timothy,2 Timothy 1:17
Category 7,"In 2 Timothy, who did Paul say administered to him in Ephesus?",Onesiphorus,Timothy,David,Peter,2 Timothy,2 Timothy 1:18
Category 7,"In 2 Timothy, what does Paul ask Timothy to be strong in?",Grace,The church,Tithing ,The law,2 Timothy,2 Timothy 2:1
Category 7,"In 2 Timothy, in who does Paul say there is grace?",Jesus,The saints,The prophets,The elders,2 Timothy,2 Timothy 2:1
Category 7,"In 2 Timothy, to whom does Paul ask Timothy to commit the things he has told him?",Faithful men,All men ,The gentiles,The church,2 Timothy,2 Timothy 2:2
Category 7,"In 2 Timothy, why does Paul want Timothy to commit what he has told him to others?",So they too can teach,It’s the right thing to do,So they can admire Paul,So they can spread rumors,2 Timothy,2 Timothy 2:2
Category 7,"In 2 Timothy, what does Paul ask Timothy to endure hardness as?",A good soldier of Christ,A self-righteous Christian,A follower of Paul,A deacon of the church,2 Timothy,2 Timothy 2:3
Category 7,"What does a soldier of Christ not entangle himself with, according to Paul in 2 Timothy?",The affairs of this life,Marriage,Helping others,Ministering to the rich,2 Timothy,2 Timothy 2:4
Category 7,"In 2 Timothy, what does Paul say those who want to be crowned winners must do when they compete?",Follow the rules,Have faith in themselves,Follow Mosaic law,Win at all cost,2 Timothy,2 Timothy 2:5
Category 7,"In 2 Timothy, who does Paul say should be the “first partaker of the fruits”?",The farmer ,The consumer,The king,The children,2 Timothy,2 Timothy 2:6
Category 7,"In 2 Timothy, which of these does Paul specifically say he has suffered for the gospel?",Bonds,Lashes,Torture,Strips,2 Timothy,2 Timothy 2:9
Category 7,"In 2 Timothy, why does Paul say he has suffered trouble as an evildoer?",For the gospel,For the gentiles,For Timothy,For the church,2 Timothy,2 Timothy 2:9
Category 7,"In 2 Timothy, what does Paul say is not bound or tied down?",The word of God,The Law of Moses,The laws of man,His commitment to Timothy,2 Timothy,2 Timothy 2:9
Category 7,"In 2 Timothy, why does Paul say he endures all things?",For the elect’s sake,For his own sake,Because of his piety,To impress the apostles,2 Timothy,2 Timothy 2:10
Category 7,"Finish this statement by Paul about Jesus: “For if we be dead with him, we shall also…”",Live with him,Rise with him,Serve with him,Reign with him,2 Timothy,2 Timothy 2:11
Category 7,"In 2 Timothy, who does Paul say will reign with Jesus?",Those who suffer with Jesus,Those who give to the poor,All preachers,Everyone who goes to church,2 Timothy,2 Timothy 2:12
Category 7,"In 2 Timothy, who does Paul say Jesus will deny?",Those who deny him,Those who worship him,All who help others,Those who deny self,2 Timothy,2 Timothy 2:12
Category 7,"In 2 Timothy, what does Paul say Jesus can’t do?",Deny himself,Return to earth,Hear our prayers,Protect his followers,2 Timothy,2 Timothy 2:13
Category 7,"In 2 Timothy, what does Paul say petty squabbles over words do?",Subvert hearers,Make you sound wise,Give you good debating skills,Encourage others to follow you,2 Timothy,2 Timothy 2:14
Category 7,What does Paul tell Timothy to do to show himself approved by God?,Study,Preach circumcision ,Pay his tithes,Go to church every Sabbath,2 Timothy,2 Timothy 2:15
Category 7,"In 2 Timothy, what does Paul tell Timothy to shun?",Profane and vain babblings,Eating and drinking with the gentiles,Being overdressed,Bragging about being a Roman citizen,2 Timothy,2 Timothy 2:16
Category 7,"In 2 Timothy, what does Paul say profane and vain babblings lead to?",More ungodliness,Unity in the church,Some discomfort,Lively debates,2 Timothy,2 Timothy 2:16
Category 7,"In 2 Timothy, which of these men’s words did Paul say will eat away as a canker?",Hymenaeus,Silvanus ,Gaius,Peter,2 Timothy,2 Timothy 2:17
Category 7,"In 2 Timothy, which of these men’s words did Paul say will eat away as a canker?",Philetus,Gaius ,Herminius,Peter,2 Timothy,2 Timothy 2:17
Category 7,"In 2 Timothy, to what specifically does Paul compare vain babblings?",A malignant sore,A deadly plague,A tormented soul,A poisoned well,2 Timothy,2 Timothy 2:17
Category 7,"In 2 Timothy, which of these men did Paul accuse of wrongly teaching that the resurrection had already occurred?",Philetus,Hermogenes,Jizri,Philip,2 Timothy,2 Timothy 2:18
Category 7,"In 2 Timothy, which of these men did Paul accuse of wrongly teaching that the resurrection had already occurred?",Hymenaeus,Jezreel,Imri,Tychicus,2 Timothy,2 Timothy 2:18
Category 7,"According to Paul in 2 Timothy, what was the impact of the false teaching that the resurrection had already occurred? ",It undermined the faith of some,It increased church attendance,It unified the church,It boosted the faith of some,2 Timothy,2 Timothy 2:18
Category 7,Finish this statement in 2 Timothy by Paul: “The Lord knoweth them that are…”,His,Sinners,Believers,Of a good report,2 Timothy,2 Timothy 2:19
Category 7,Finish this statement in 2 Timothy by Paul: “Let everyone that nameth the name of Christ depart from…”,Iniquity,The way of the devil,Lies,Hate,2 Timothy,2 Timothy 2:19
Category 7,"In 2 Timothy, what kinds of vessels besides those of gold and silver does Paul say are in a great house?",Wood and earthen,Brass and iron,Copper and brass,Wood brass,2 Timothy,2 Timothy 2:20
Category 7,"In 2 Timothy, what does Paul say will happen to a man who purges himself from wrongdoing?",He will be a vessel of honor,He will be prosperous,He will be well loved,His life will be without trials,2 Timothy,2 Timothy 2:21
Category 7,"In 2 Timothy, what does Paul say will happen to a man who purges himself from wrongdoing?",He will be sanctified,He will be made head of the church,People will think he is special,He would be as blessed as Paul,2 Timothy,2 Timothy 2:21
Category 7,"In 2 Timothy, what does Paul say will happen to a man who purges himself from wrongdoing?",He will be ready for God’s use,He will be perfect,He will do great miracles,He will be loved by the world,2 Timothy,2 Timothy 2:21
Category 7,"In 2 Timothy, what does Paul say will happen to a man who purges himself from wrongdoing?",He will be prepared for good works,He will be without sin,He will be like the prophets,He would become wealthy,2 Timothy,2 Timothy 2:21
Category 7,"In 2 Timothy, what does Paul say to flee?",Youthful lust,Things sacrificed to idols,A position in the church,Time with the elders,2 Timothy,2 Timothy 2:22
Category 7,"In 2 Timothy, what does Paul say to follow?",Righteousness,The doctrine of the Pharisees,The Jewish traditions,Things of the heart,2 Timothy,2 Timothy 2:22
Category 7,"In 2 Timothy, what does Paul say to follow?",Faith,Passion,Ambition,Man’s rules,2 Timothy,2 Timothy 2:22
Category 7,"In 2 Timothy, what does Paul say to follow?",Charity,Your peers,The world,The Pharissees,2 Timothy,2 Timothy 2:22
Category 7,"In 2 Timothy, what does Paul say to follow?",Peace,Sacrifices,Tithing,Your own mind,2 Timothy,2 Timothy 2:22
Category 7,"In 2 Timothy, what does Paul say to avoid?",Foolish and unlearned questions,Virtuous women,Things of the spirit,Charity,2 Timothy,2 Timothy 2:23
Category 7,"In 2 Timothy, what does Paul say foolish questions lead to?",Strife,A new awareness,Understanding,Acceptance,2 Timothy,2 Timothy 2:23
Category 7,"In 2 Timothy, what does Paul say the servant of God must not do?",Strive with men,Tell the truth,Resist Gossip,Be generous,2 Timothy,2 Timothy 2:24
Category 7,"In 2 Timothy, what does Paul say the servant of God should be?",Gentle unto all men,Strong willed,Ready to reprimand the sinner,Confident in his righteousness,2 Timothy,2 Timothy 2:24
Category 7,"In 2 Timothy, what does Paul say the servant of God should be?",Apt to teach,Slow to share,A follower,Unmarried,2 Timothy,2 Timothy 2:24
Category 7,"In 2 Timothy, what does Paul say the servant of God should be?",Patient,Demanding,Strong willed,Arrogant,2 Timothy,2 Timothy 2:24
Category 7,"In 2 Timothy, how does Paul say the servant of God should instruct others?",In meekness,With confidence,Boastfully,Without humility ,2 Timothy,2 Timothy 2:25
Category 7,"In 2 Timothy, whose snare does Paul say those who repent and accept the truth will escape?",The Devil,The church,The prophets,The saints ,2 Timothy,2 Timothy 2:26
Category 7,"Where is this verse found: “This know also, that in the last days perilous times shall come”?",2 Timothy,Revelation,Isaiah,James,2 Timothy,2 Timothy 3:1
Category 7,"Who wrote these words: “This know also, that in the last days perilous times shall come”?",Paul,James,John,Isaiah,2 Timothy,2 Timothy 3:1
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Proud,Good,Kind,Grateful,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Unthankful,Thankful,Patient,Kind,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Unholy,Holy,Sensitive,Happy,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Disobedient to parents,Obedient to parents,Law abiding,Gentle,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Blasphemers,Godly,Holy,Good neighbors,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Boasters,Civil,Gentle,Kind,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Covetous,Giving,Kind,Gentle,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Lovers of themselves,Respectful,Merciful,Grateful,2 Timothy,2 Timothy 3:2
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Despisers of those that are good,Law abiding ,Affectionate,Caring,2 Timothy,2 Timothy 3:3
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Without natural affection,Loving,Caring,Without knowledge,2 Timothy,2 Timothy 3:3
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Trucebreakers,Honest,Helpful,Sharing,2 Timothy,2 Timothy 3:3
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",False accusers,Tellers of the truth,Upholders of the law,Quick to forgive,2 Timothy,2 Timothy 3:3
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Incontinent,Sober,Dignified,Lawful,2 Timothy,2 Timothy 3:3
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Fierce,Gentle,Slow to anger,Without hate,2 Timothy,2 Timothy 3:3
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Traitors,Loyal,Selfless,Supportive,2 Timothy,2 Timothy 3:4
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Heady,Benevolent,Selfless,Giving,2 Timothy,2 Timothy 3:4
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",High-minded,Low minded,Tolerant,Lovers of truth,2 Timothy,2 Timothy 3:4
Category 7,"In 2 Timothy, which of these did Paul specifically say men would be in the last days?",Lovers of pleasure,Lovers of kindness,Lovers of giving,Lovers of mercy,2 Timothy,2 Timothy 3:4
Category 7,"In 2 Timothy, what did Paul specifically say men would love more than God in the last days?",Pleasure,The gospel,The law,The scriptures,2 Timothy,2 Timothy 3:4
Category 7,"In 2 Timothy, what does Paul urge people to do with those “having a form of godliness, but denying the power thereof”?",Turn from them,Try to convert them,Be patient with them,Pray for them,2 Timothy,2 Timothy 3:5
Category 7,"In 2 Timothy, who specifically does Paul say are taken captive by the spiritually impure who creep into houses?",Silly women,Foolish men,Young children,Backsliding Christians,2 Timothy,2 Timothy 3:6
Category 7,"In 2 Timothy, Paul says those taken captive by the spiritually impure are laden with what?",Sins,Love,Kindness,Caring ,2 Timothy,2 Timothy 3:6
Category 7,"In 2 Timothy, which of these men did Paul say resisted Moses?",Jannes,Pharaoh,Laban,Micah,2 Timothy,2 Timothy 3:8
Category 7,"Which of these men is linked to Moses in the New Testament, but is not mentioned in the Old Testament?",Jannes,Aaron,Joseph,Pharaoh,2 Timothy,2 Timothy 3:8
Category 7,"In 2 Timothy, which of these men did Paul say resisted Moses?",Jambres,Aaron,Laban,Nimrod,2 Timothy,2 Timothy 3:8
Category 7,"Which of these men is linked to Moses in the New Testament, but not mentioned in the Old Testament?",Jambres,Saul,David,Isaac,2 Timothy,2 Timothy 3:8
Category 7,"In 2 Timothy, what does Paul say men of corrupt minds do?",Resist the truth,Seek the truth,Live with doubt,Help the church,2 Timothy,2 Timothy 3:8
Category 7,"In 2 Timothy, in which of these places did Paul say he suffered persecutions and afflictions?",Antioch ,Rome,Jerusalem,Corinth,2 Timothy,2 Timothy 3:11
Category 7,"In 2 Timothy, in which of these places did Paul say he suffered persecutions and afflictions?",Iconium,Jerusalem,Achaia,Macedonia,2 Timothy,2 Timothy 3:11
Category 7,"In 2 Timothy, in which of these places did Paul say he suffered persecutions and afflictions?",Lystra,Corinth,Malta,Persia,2 Timothy,2 Timothy 3:11
Category 7,"In 2 Timothy, who did Paul say delivered him from persecutions and afflictions?",God,Caesar,The apostles,The elders of the church,2 Timothy,2 Timothy 3:11
Category 7,"In 2 Timothy, what specifically does Paul say those who live godly in Christ will suffer?",Persecution,Excessive taxation,Spiritual imprisonment,A limiting lifestyle,2 Timothy,2 Timothy 3:12
Category 7,"In 2 Timothy, who does Paul say will “wax worse and worse”?",Evil men,Church elders,Church deacons,Women in the church,2 Timothy,2 Timothy 3:13
Category 7,"In 2 Timothy, who does Paul say will “wax worse and worse”?",Seducers,Church elders,Everyone ,Women in the church,2 Timothy,2 Timothy 3:13
Category 7,"In 2 Timothy, who was Paul addressing when he wrote: “from a child thou hast known the holy scriptures”?",Timothy ,Jesus,Peter ,Barnabas ,2 Timothy,2 Timothy 3:15
Category 7,"In 2 Timothy, who or what did Paul say was “able to make thee wise unto salvation through faith which is in Christ Jesus”?",The Holy Scriptures,The Mosaic Law,Keeping the Sabbath,The scribes,2 Timothy,2 Timothy 3:15
Category 7,"According to Paul in 2 Timothy, what is all scripture given by?",Inspiration of God,The Law of Moses,Inspiration of apostles,Vision of prophets,2 Timothy,2 Timothy 3:16
Category 7,"According to Paul in 2 Timothy, what is all scripture profitable for?",Doctrine,Argument,Debate,Contention,2 Timothy,2 Timothy 3:16
Category 7,"According to Paul in 2 Timothy, what is all scripture given for?",Reproof,The Jews,Debate,Discussion,2 Timothy,2 Timothy 3:16
Category 7,"According to Paul, what is all scripture given for?",Correction,Gentiles,Debate,Saints,2 Timothy,2 Timothy 3:16
Category 7,"According to Paul, what is all scripture given for?",Instruction in righteousness,Instruction in man’s history,To highlight the growth of Israel,Demonstration of God’s power,2 Timothy,2 Timothy 3:16
Category 7,"In 2 Timothy, Paul said the scripture is given so the man of God may be what?",Perfect,Proud ,Boastful,Self-righteous,2 Timothy,2 Timothy 3:17
Category 7,"In 2 Timothy, who specifically does Paul say God will judge when he comes?",The living and the dead,The dead only,The living only,Sinners only,2 Timothy,2 Timothy 4:1
Category 7,"In 2 Timothy, what does Paul tell Timothy to do?",To preach the word,To make money,To stay single,To strive to be an elder,2 Timothy,2 Timothy 4:2
Category 7,"To whom does the apostle Paul give this instruction: “Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all long suffering and doctrine”?",Timothy,Silvanus,Tychicus,Hermogenes,2 Timothy,2 Timothy 4:2
Category 7,"In 2 Timothy, what specifically does Paul tell Timothy that people turn to when they turn from the truth?",Fables,Scriptures,The law,The Commandments,2 Timothy,2 Timothy 4:4
Category 7,"In 2 Timothy, what specifically does Paul tell Timothy to endure?",Affliction,Arguments,Divisions in the church,Diverse doctrines,2 Timothy,2 Timothy 4:5
Category 7,"In 2 Timothy, what work does Paul specifically tell Timothy to do?",The work of an evangelist,Whatever Paul tells him,Whatever pays well,The work as a tentmaker,2 Timothy,2 Timothy 4:5
Category 7,"Who wrote these words: “For I am now ready to be offered, and the time of my departure is at hand”?",Paul,Jesus,Peter,John,2 Timothy,2 Timothy 4:6
Category 7,"Who wrote these words: “I have fought a good fight, I have finished my course, I have kept the faith”?",Paul,Peter,John the Baptist,Stephen,2 Timothy,2 Timothy 4:7
Category 7,"In which book of the bible is this verse found: “I have fought a good fight, I have finished my course, I have kept the faith”?",2 Timothy,1 Peter ,1 Timothy,Revelations,2 Timothy,2 Timothy 4:7
Category 7,What does Paul say is waiting for him because he kept the faith?,A crown of righteousness,Milk and honey,A large mansion,A crown of many stars,2 Timothy,2 Timothy 4:8
Category 7,"In 2 Timothy, who does Paul urge to come see him soon?",Timothy,Silas ,Mark,Gaius,2 Timothy,2 Timothy 4:9
Category 7,"In 2 Timothy, who did Paul say left for Galatia?",Crescens,Titus,Demas,Timothy,2 Timothy,2 Timothy 4:10
Category 7,"In 2 Timothy, who did Paul say left for Dalmatia?",Titus,Demas,Timothy,Peter,2 Timothy,2 Timothy 4:10
Category 7,"In 2 Timothy, who did Paul say had forsaken him?",Demas,Titus,Timothy,Mark,2 Timothy,2 Timothy 4:10
Category 7,"In 2 Timothy, where did Paul say his former companion Demas had gone?",Thessalonica ,Antioch,Rome,Achaia,2 Timothy,2 Timothy 4:10
Category 7,Who did Paul tell Timothy to bring with him when he came to see him?,Mark,Luke,Demas,John,2 Timothy,2 Timothy 4:11
Category 7,Who did Paul tell Timothy was “profitable to me for the ministry”?,Mark,Demas,Luke,Crescens,2 Timothy,2 Timothy 4:11
Category 7,"In 2 Timothy, who did Paul say was his only companion?",Luke,Timothy,Mark,Demas,2 Timothy,2 Timothy 4:11
Category 7,"In 2 Timothy, who did Paul say he sent to Ephesus?",Tychicus,Silas,Luke,Timothy,2 Timothy,2 Timothy 4:12
Category 7,"In 2 Timothy, where did Paul say he left his cloak?",Troas,Antioch,Corinth,Galatia,2 Timothy,2 Timothy 4:13
Category 7,"In 2 Timothy, with whom did Paul say he left his cloak?",Carpus,Tychicus,Erastus,Peter,2 Timothy,2 Timothy 4:13
Category 7,"In 2 Timothy, what did Paul ask Timothy to bring him when he came?",His cloak,Money,Food,A change of clothes,2 Timothy,2 Timothy 4:13
Category 7,"In 2 Timothy, what did Paul ask Timothy to bring him when he came?",His books,His sandals,His staff,His harp,2 Timothy,2 Timothy 4:13
Category 7,"In 2 Timothy, what especially did Paul ask Timothy to bring him when he came?",His parchments,His staff,His sandals,His special pen,2 Timothy,2 Timothy 4:13
Category 7,Who was the man Paul mentioned in 2 Timothy who did him much evil?,Alexander the coppersmith,Simon the tentmaker,Aquila,Tychicus,2 Timothy,2 Timothy 4:14
Category 7,"In 2 Timothy, who did Paul say stood with him during his first trial?",No man,Timothy,Silas,Demas,2 Timothy,2 Timothy 4:16
Category 7,"In 2 Timothy, who did Paul say stood with him and strengthened him during his trial?",God,Alexander the coppersmith,Peter,The elders of the church,2 Timothy,2 Timothy 4:17
Category 7,"In 2 Timothy, Paul said God delivered him from the mouth of this creature?",Lion,Bear,Wolf,Behemoth,2 Timothy,2 Timothy 4:17
